date,filter,text
31 December 2012,devonenergy,devonenergy's yearly stock price <b>decreased</b> by 18%
31 December 2013,devonenergy,devonenergy's yearly stock price <b>decreased</b> by 5%
31 December 2014,devonenergy,devonenergy's yearly stock price <b>increased</b> by 19%
31 December 2015,devonenergy,devonenergy's yearly stock price <b>decreased</b> by 20%
31 December 2016,devonenergy,devonenergy's yearly stock price <b>decreased</b> by 31%
31 December 2017,devonenergy,devonenergy's yearly stock price <b>increased</b> by 6%
31 December 2018,devonenergy,devonenergy's yearly stock price <b>decreased</b> by 1%
31 December 2019,devonenergy,devonenergy's yearly stock price <b>decreased</b> by 29%
31 December 2020,devonenergy,devonenergy's yearly stock price <b>decreased</b> by 49%
31 December 2021,devonenergy,devonenergy's yearly stock price <b>increased</b> by 48%
31 December 2009,hologic,hologic's yearly stock price <b>decreased</b> by 37%
31 December 2010,hologic,hologic's yearly stock price <b>increased</b> by 15%
31 December 2011,hologic,hologic's yearly stock price <b>increased</b> by 16%
31 December 2012,hologic,hologic's yearly stock price <b>increased</b> by 5%
31 December 2013,hologic,hologic's yearly stock price <b>increased</b> by 10%
31 December 2014,hologic,hologic's yearly stock price <b>increased</b> by 11%
31 December 2015,hologic,hologic's yearly stock price <b>increased</b> by 50%
31 December 2016,hologic,hologic's yearly stock price <b>increased</b> by 1%
31 December 2017,hologic,hologic's yearly stock price <b>increased</b> by 13%
31 December 2018,hologic,hologic's yearly stock price <b>decreased</b> by 3%
31 December 2019,hologic,hologic's yearly stock price <b>increased</b> by 19%
31 December 2020,hologic,hologic's yearly stock price <b>increased</b> by 21%
31 December 2021,hologic,hologic's yearly stock price <b>increased</b> by 37%
31 December 2009,masco,masco's yearly stock price <b>decreased</b> by 25%
31 December 2010,masco,masco's yearly stock price <b>increased</b> by 23%
31 December 2011,masco,masco's yearly stock price <b>decreased</b> by 13%
31 December 2012,masco,masco's yearly stock price <b>increased</b> by 39%
31 December 2013,masco,masco's yearly stock price <b>increased</b> by 46%
31 December 2014,masco,masco's yearly stock price <b>increased</b> by 14%
31 December 2015,masco,masco's yearly stock price <b>increased</b> by 56%
31 December 2016,masco,masco's yearly stock price <b>increased</b> by 28%
31 December 2017,masco,masco's yearly stock price <b>increased</b> by 17%
31 December 2018,masco,masco's yearly stock price <b>decreased</b> by 1%
31 December 2019,masco,masco's yearly stock price <b>increased</b> by 13%
31 December 2020,masco,masco's yearly stock price <b>increased</b> by 23%
31 December 2021,masco,masco's yearly stock price <b>increased</b> by 7%
31 December 2009,anthem,anthem's yearly stock price <b>decreased</b> by 10%
31 December 2010,anthem,anthem's yearly stock price <b>increased</b> by 20%
31 December 2011,anthem,anthem's yearly stock price <b>increased</b> by 22%
31 December 2012,anthem,anthem's yearly stock price <b>decreased</b> by 6%
31 December 2013,anthem,anthem's yearly stock price <b>increased</b> by 26%
31 December 2014,anthem,anthem's yearly stock price <b>increased</b> by 40%
31 December 2015,anthem,anthem's yearly stock price <b>increased</b> by 38%
31 December 2016,anthem,anthem's yearly stock price <b>decreased</b> by 8%
31 December 2017,anthem,anthem's yearly stock price <b>increased</b> by 42%
31 December 2018,anthem,anthem's yearly stock price <b>increased</b> by 37%
31 December 2019,anthem,anthem's yearly stock price <b>increased</b> by 12%
31 December 2020,anthem,anthem's yearly stock price <b>increased</b> by 2%
31 December 2021,anthem,anthem's yearly stock price <b>increased</b> by 12%
31 December 2009,amgen,amgen's yearly stock price <b>increased</b> by 7%
31 December 2010,amgen,amgen's yearly stock price <b>increased</b> by 2%
31 December 2011,amgen,amgen's yearly stock price <b>increased</b> by 1%
31 December 2012,amgen,amgen's yearly stock price <b>increased</b> by 39%
31 December 2013,amgen,amgen's yearly stock price <b>increased</b> by 39%
31 December 2014,amgen,amgen's yearly stock price <b>increased</b> by 29%
31 December 2015,amgen,amgen's yearly stock price <b>increased</b> by 23%
31 December 2016,amgen,amgen's yearly stock price <b>increased</b> by 1%
31 December 2017,amgen,amgen's yearly stock price <b>increased</b> by 12%
31 December 2018,amgen,amgen's yearly stock price <b>increased</b> by 13%
31 December 2019,amgen,amgen's yearly stock price <b>increased</b> by 7%
31 December 2020,amgen,amgen's yearly stock price <b>increased</b> by 22%
31 December 2021,amgen,amgen's yearly stock price <b>increased</b> by 5%
31 December 2009,hesscorporation,hesscorporation's yearly stock price <b>decreased</b> by 37%
31 December 2010,hesscorporation,hesscorporation's yearly stock price <b>increased</b> by 8%
31 December 2011,hesscorporation,hesscorporation's yearly stock price <b>increased</b> by 17%
31 December 2012,hesscorporation,hesscorporation's yearly stock price <b>decreased</b> by 24%
31 December 2013,hesscorporation,hesscorporation's yearly stock price <b>increased</b> by 39%
31 December 2014,hesscorporation,hesscorporation's yearly stock price <b>increased</b> by 21%
31 December 2015,hesscorporation,hesscorporation's yearly stock price <b>decreased</b> by 26%
31 December 2016,hesscorporation,hesscorporation's yearly stock price <b>decreased</b> by 16%
31 December 2017,hesscorporation,hesscorporation's yearly stock price <b>decreased</b> by 10%
31 December 2018,hesscorporation,hesscorporation's yearly stock price <b>increased</b> by 27%
31 December 2019,hesscorporation,hesscorporation's yearly stock price <b>increased</b> by 7%
31 December 2020,hesscorporation,hesscorporation's yearly stock price <b>decreased</b> by 20%
31 December 2021,hesscorporation,hesscorporation's yearly stock price <b>increased</b> by 24%
31 December 2009,aosmith,aosmith's yearly stock price <b>increased</b> by 2%
31 December 2010,aosmith,aosmith's yearly stock price <b>increased</b> by 54%
31 December 2011,aosmith,aosmith's yearly stock price <b>increased</b> by 16%
31 December 2012,aosmith,aosmith's yearly stock price <b>increased</b> by 30%
31 December 2013,aosmith,aosmith's yearly stock price <b>increased</b> by 65%
31 December 2014,aosmith,aosmith's yearly stock price <b>increased</b> by 20%
31 December 2015,aosmith,aosmith's yearly stock price <b>increased</b> by 40%
31 December 2016,aosmith,aosmith's yearly stock price <b>increased</b> by 26%
31 December 2017,aosmith,aosmith's yearly stock price <b>increased</b> by 31%
31 December 2018,aosmith,aosmith's yearly stock price <b>increased</b> by 6%
31 December 2019,aosmith,aosmith's yearly stock price <b>decreased</b> by 15%
31 December 2020,aosmith,aosmith's yearly stock price <b>increased</b> by 1%
31 December 2021,aosmith,aosmith's yearly stock price <b>increased</b> by 22%
31 December 2009,dukeenergy,dukeenergy's yearly stock price <b>decreased</b> by 8%
31 December 2010,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 20%
31 December 2011,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 18%
31 December 2012,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 19%
31 December 2013,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 12%
31 December 2014,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 11%
31 December 2015,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 5%
31 December 2016,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 10%
31 December 2017,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 11%
31 December 2018,dukeenergy,dukeenergy's yearly stock price <b>decreased</b> by 1%
31 December 2019,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 17%
31 December 2020,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 2%
31 December 2021,dukeenergy,dukeenergy's yearly stock price <b>increased</b> by 6%
31 December 2009,evergy,evergy's yearly stock price <b>decreased</b> by 8%
31 December 2010,evergy,evergy's yearly stock price <b>increased</b> by 29%
31 December 2011,evergy,evergy's yearly stock price <b>increased</b> by 19%
31 December 2012,evergy,evergy's yearly stock price <b>increased</b> by 15%
31 December 2013,evergy,evergy's yearly stock price <b>increased</b> by 15%
31 December 2014,evergy,evergy's yearly stock price <b>increased</b> by 18%
31 December 2015,evergy,evergy's yearly stock price <b>increased</b> by 11%
31 December 2016,evergy,evergy's yearly stock price <b>increased</b> by 41%
31 December 2017,evergy,evergy's yearly stock price <b>increased</b> by 4%
31 December 2018,evergy,evergy's yearly stock price <b>increased</b> by 6%
31 December 2019,evergy,evergy's yearly stock price <b>increased</b> by 15%
31 December 2020,evergy,evergy's yearly stock price <b>increased</b> by 0%
31 December 2021,evergy,evergy's yearly stock price <b>decreased</b> by 6%
31 December 2009,clorox,clorox's yearly stock price <b>increased</b> by 1%
31 December 2010,clorox,clorox's yearly stock price <b>increased</b> by 18%
31 December 2011,clorox,clorox's yearly stock price <b>increased</b> by 9%
31 December 2012,clorox,clorox's yearly stock price <b>increased</b> by 9%
31 December 2013,clorox,clorox's yearly stock price <b>increased</b> by 24%
31 December 2014,clorox,clorox's yearly stock price <b>increased</b> by 11%
31 December 2015,clorox,clorox's yearly stock price <b>increased</b> by 27%
31 December 2016,clorox,clorox's yearly stock price <b>increased</b> by 14%
31 December 2017,clorox,clorox's yearly stock price <b>increased</b> by 9%
31 December 2018,clorox,clorox's yearly stock price <b>increased</b> by 7%
31 December 2019,clorox,clorox's yearly stock price <b>increased</b> by 14%
31 December 2020,clorox,clorox's yearly stock price <b>increased</b> by 33%
31 December 2021,clorox,clorox's yearly stock price <b>increased</b> by 0%
31 December 2009,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>decreased</b> by 7%
31 December 2010,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>increased</b> by 25%
31 December 2011,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>increased</b> by 35%
31 December 2012,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>increased</b> by 34%
31 December 2013,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>increased</b> by 6%
31 December 2014,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>decreased</b> by 1%
31 December 2015,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>increased</b> by 3%
31 December 2016,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>increased</b> by 21%
31 December 2017,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>increased</b> by 20%
31 December 2018,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>decreased</b> by 17%
31 December 2019,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>decreased</b> by 3%
31 December 2020,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>increased</b> by 2%
31 December 2021,philipmorrisinternational,philipmorrisinternational's yearly stock price <b>increased</b> by 11%
31 December 2009,costco,costco's yearly stock price <b>decreased</b> by 20%
31 December 2010,costco,costco's yearly stock price <b>increased</b> by 22%
31 December 2011,costco,costco's yearly stock price <b>increased</b> by 31%
31 December 2012,costco,costco's yearly stock price <b>increased</b> by 19%
31 December 2013,costco,costco's yearly stock price <b>increased</b> by 31%
31 December 2014,costco,costco's yearly stock price <b>increased</b> by 10%
31 December 2015,costco,costco's yearly stock price <b>increased</b> by 27%
31 December 2016,costco,costco's yearly stock price <b>increased</b> by 6%
31 December 2017,costco,costco's yearly stock price <b>increased</b> by 13%
31 December 2018,costco,costco's yearly stock price <b>increased</b> by 28%
31 December 2019,costco,costco's yearly stock price <b>increased</b> by 27%
31 December 2020,costco,costco's yearly stock price <b>increased</b> by 27%
31 December 2021,costco,costco's yearly stock price <b>increased</b> by 12%
31 December 2009,ebay,ebay's yearly stock price <b>decreased</b> by 24%
31 December 2010,ebay,ebay's yearly stock price <b>increased</b> by 33%
31 December 2011,ebay,ebay's yearly stock price <b>increased</b> by 27%
31 December 2012,ebay,ebay's yearly stock price <b>increased</b> by 35%
31 December 2013,ebay,ebay's yearly stock price <b>increased</b> by 27%
31 December 2014,ebay,ebay's yearly stock price <b>decreased</b> by 0%
31 December 2015,ebay,ebay's yearly stock price <b>increased</b> by 15%
31 December 2016,ebay,ebay's yearly stock price <b>increased</b> by 5%
31 December 2017,ebay,ebay's yearly stock price <b>increased</b> by 30%
31 December 2018,ebay,ebay's yearly stock price <b>increased</b> by 3%
31 December 2019,ebay,ebay's yearly stock price <b>increased</b> by 4%
31 December 2020,ebay,ebay's yearly stock price <b>increased</b> by 25%
31 December 2021,ebay,ebay's yearly stock price <b>increased</b> by 27%
31 December 2009,intuit,intuit's yearly stock price <b>decreased</b> by 1%
31 December 2010,intuit,intuit's yearly stock price <b>increased</b> by 44%
31 December 2011,intuit,intuit's yearly stock price <b>increased</b> by 29%
31 December 2012,intuit,intuit's yearly stock price <b>increased</b> by 17%
31 December 2013,intuit,intuit's yearly stock price <b>increased</b> by 13%
31 December 2014,intuit,intuit's yearly stock price <b>increased</b> by 26%
31 December 2015,intuit,intuit's yearly stock price <b>increased</b> by 21%
31 December 2016,intuit,intuit's yearly stock price <b>increased</b> by 11%
31 December 2017,intuit,intuit's yearly stock price <b>increased</b> by 28%
31 December 2018,intuit,intuit's yearly stock price <b>increased</b> by 46%
31 December 2019,intuit,intuit's yearly stock price <b>increased</b> by 32%
31 December 2020,intuit,intuit's yearly stock price <b>increased</b> by 19%
31 December 2021,intuit,intuit's yearly stock price <b>increased</b> by 27%
31 December 2009,pfizer,pfizer's yearly stock price <b>decreased</b> by 12%
31 December 2010,pfizer,pfizer's yearly stock price <b>increased</b> by 11%
31 December 2011,pfizer,pfizer's yearly stock price <b>increased</b> by 21%
31 December 2012,pfizer,pfizer's yearly stock price <b>increased</b> by 24%
31 December 2013,pfizer,pfizer's yearly stock price <b>increased</b> by 29%
31 December 2014,pfizer,pfizer's yearly stock price <b>increased</b> by 8%
31 December 2015,pfizer,pfizer's yearly stock price <b>increased</b> by 15%
31 December 2016,pfizer,pfizer's yearly stock price <b>increased</b> by 1%
31 December 2017,pfizer,pfizer's yearly stock price <b>increased</b> by 8%
31 December 2018,pfizer,pfizer's yearly stock price <b>increased</b> by 19%
31 December 2019,pfizer,pfizer's yearly stock price <b>increased</b> by 6%
31 December 2020,pfizer,pfizer's yearly stock price <b>decreased</b> by 4%
31 December 2021,pfizer,pfizer's yearly stock price <b>increased</b> by 6%
31 December 2015,keysighttechnologies,keysighttechnologies's yearly stock price <b>increased</b> by 3%
31 December 2016,keysighttechnologies,keysighttechnologies's yearly stock price <b>decreased</b> by 11%
31 December 2017,keysighttechnologies,keysighttechnologies's yearly stock price <b>increased</b> by 35%
31 December 2018,keysighttechnologies,keysighttechnologies's yearly stock price <b>increased</b> by 42%
31 December 2019,keysighttechnologies,keysighttechnologies's yearly stock price <b>increased</b> by 59%
31 December 2020,keysighttechnologies,keysighttechnologies's yearly stock price <b>increased</b> by 14%
31 December 2021,keysighttechnologies,keysighttechnologies's yearly stock price <b>increased</b> by 43%
31 December 2009,dovercorporation,dovercorporation's yearly stock price <b>decreased</b> by 16%
31 December 2010,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 47%
31 December 2011,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 25%
31 December 2012,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 2%
31 December 2013,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 39%
31 December 2014,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 24%
31 December 2015,dovercorporation,dovercorporation's yearly stock price <b>decreased</b> by 16%
31 December 2016,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 3%
31 December 2017,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 29%
31 December 2018,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 19%
31 December 2019,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 22%
31 December 2020,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 12%
31 December 2021,dovercorporation,dovercorporation's yearly stock price <b>increased</b> by 17%
31 December 2009,kansascitysouthern,kansascitysouthern's yearly stock price <b>decreased</b> by 45%
31 December 2010,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 82%
31 December 2011,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 46%
31 December 2012,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 31%
31 December 2013,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 50%
31 December 2014,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 2%
31 December 2015,kansascitysouthern,kansascitysouthern's yearly stock price <b>decreased</b> by 10%
31 December 2016,kansascitysouthern,kansascitysouthern's yearly stock price <b>decreased</b> by 8%
31 December 2017,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 13%
31 December 2018,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 12%
31 December 2019,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 17%
31 December 2020,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 32%
31 December 2021,kansascitysouthern,kansascitysouthern's yearly stock price <b>increased</b> by 29%
31 December 2009,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>decreased</b> by 15%
31 December 2010,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 2%
31 December 2011,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>decreased</b> by 6%
31 December 2012,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 6%
31 December 2013,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 25%
31 December 2014,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 23%
31 December 2015,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 22%
31 December 2016,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 23%
31 December 2017,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 22%
31 December 2018,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>decreased</b> by 5%
31 December 2019,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 14%
31 December 2020,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 0%
31 December 2021,martinmariettamaterials,martinmariettamaterials's yearly stock price <b>increased</b> by 34%
31 December 2009,citrix,citrix's yearly stock price <b>increased</b> by 7%
31 December 2010,citrix,citrix's yearly stock price <b>increased</b> by 68%
31 December 2011,citrix,citrix's yearly stock price <b>increased</b> by 31%
31 December 2012,citrix,citrix's yearly stock price <b>increased</b> by 5%
31 December 2013,citrix,citrix's yearly stock price <b>decreased</b> by 9%
31 December 2014,citrix,citrix's yearly stock price <b>decreased</b> by 5%
31 December 2015,citrix,citrix's yearly stock price <b>increased</b> by 10%
31 December 2016,citrix,citrix's yearly stock price <b>increased</b> by 18%
31 December 2017,citrix,citrix's yearly stock price <b>increased</b> by 24%
31 December 2018,citrix,citrix's yearly stock price <b>increased</b> by 27%
31 December 2019,citrix,citrix's yearly stock price <b>decreased</b> by 1%
31 December 2020,citrix,citrix's yearly stock price <b>increased</b> by 33%
31 December 2021,citrix,citrix's yearly stock price <b>increased</b> by 0%
31 December 2009,alexandriarealestate,alexandriarealestate's yearly stock price <b>decreased</b> by 45%
31 December 2010,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 48%
31 December 2011,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 10%
31 December 2012,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 1%
31 December 2013,alexandriarealestate,alexandriarealestate's yearly stock price <b>decreased</b> by 2%
31 December 2014,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 17%
31 December 2015,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 24%
31 December 2016,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 10%
31 December 2017,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 24%
31 December 2018,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 8%
31 December 2019,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 21%
31 December 2020,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 13%
31 December 2021,alexandriarealestate,alexandriarealestate's yearly stock price <b>increased</b> by 7%
31 December 2009,spectrum,spectrum's yearly stock price <b>decreased</b> by 1%
31 December 2010,spectrum,spectrum's yearly stock price <b>decreased</b> by 7%
31 December 2011,spectrum,spectrum's yearly stock price <b>decreased</b> by 14%
31 December 2012,spectrum,spectrum's yearly stock price <b>increased</b> by 29%
31 December 2013,spectrum,spectrum's yearly stock price <b>increased</b> by 33%
31 December 2014,spectrum,spectrum's yearly stock price <b>increased</b> by 37%
31 December 2015,spectrum,spectrum's yearly stock price <b>increased</b> by 5%
31 December 2016,spectrum,spectrum's yearly stock price <b>increased</b> by 10%
31 December 2017,spectrum,spectrum's yearly stock price <b>increased</b> by 22%
31 December 2018,spectrum,spectrum's yearly stock price <b>decreased</b> by 23%
31 December 2019,spectrum,spectrum's yearly stock price <b>decreased</b> by 30%
31 December 2020,spectrum,spectrum's yearly stock price <b>increased</b> by 1%
31 December 2021,spectrum,spectrum's yearly stock price <b>increased</b> by 50%
31 December 2009,cummins,cummins's yearly stock price <b>decreased</b> by 26%
31 December 2010,cummins,cummins's yearly stock price <b>increased</b> by 109%
31 December 2011,cummins,cummins's yearly stock price <b>increased</b> by 34%
31 December 2012,cummins,cummins's yearly stock price <b>increased</b> by 4%
31 December 2013,cummins,cummins's yearly stock price <b>increased</b> by 20%
31 December 2014,cummins,cummins's yearly stock price <b>increased</b> by 21%
31 December 2015,cummins,cummins's yearly stock price <b>decreased</b> by 11%
31 December 2016,cummins,cummins's yearly stock price <b>decreased</b> by 4%
31 December 2017,cummins,cummins's yearly stock price <b>increased</b> by 41%
31 December 2018,cummins,cummins's yearly stock price <b>decreased</b> by 3%
31 December 2019,cummins,cummins's yearly stock price <b>increased</b> by 11%
31 December 2020,cummins,cummins's yearly stock price <b>increased</b> by 18%
31 December 2021,cummins,cummins's yearly stock price <b>increased</b> by 30%
31 December 2009,ansys,ansys's yearly stock price <b>decreased</b> by 15%
31 December 2010,ansys,ansys's yearly stock price <b>increased</b> by 38%
31 December 2011,ansys,ansys's yearly stock price <b>increased</b> by 21%
31 December 2012,ansys,ansys's yearly stock price <b>increased</b> by 21%
31 December 2013,ansys,ansys's yearly stock price <b>increased</b> by 23%
31 December 2014,ansys,ansys's yearly stock price <b>decreased</b> by 2%
31 December 2015,ansys,ansys's yearly stock price <b>increased</b> by 14%
31 December 2016,ansys,ansys's yearly stock price <b>increased</b> by 1%
31 December 2017,ansys,ansys's yearly stock price <b>increased</b> by 35%
31 December 2018,ansys,ansys's yearly stock price <b>increased</b> by 36%
31 December 2019,ansys,ansys's yearly stock price <b>increased</b> by 22%
31 December 2020,ansys,ansys's yearly stock price <b>increased</b> by 45%
31 December 2021,ansys,ansys's yearly stock price <b>increased</b> by 27%
31 December 2009,INTC,INTC's yearly stock price <b>decreased</b> by 11%
31 December 2010,INTC,INTC's yearly stock price <b>increased</b> by 25%
31 December 2011,INTC,INTC's yearly stock price <b>increased</b> by 10%
31 December 2012,INTC,INTC's yearly stock price <b>increased</b> by 17%
31 December 2013,INTC,INTC's yearly stock price <b>decreased</b> by 4%
31 December 2014,INTC,INTC's yearly stock price <b>increased</b> by 36%
31 December 2015,INTC,INTC's yearly stock price <b>increased</b> by 9%
31 December 2016,INTC,INTC's yearly stock price <b>increased</b> by 7%
31 December 2017,INTC,INTC's yearly stock price <b>increased</b> by 17%
31 December 2018,INTC,INTC's yearly stock price <b>increased</b> by 33%
31 December 2019,INTC,INTC's yearly stock price <b>increased</b> by 7%
31 December 2020,INTC,INTC's yearly stock price <b>increased</b> by 10%
31 December 2009,cerner,cerner's yearly stock price <b>increased</b> by 36%
31 December 2010,cerner,cerner's yearly stock price <b>increased</b> by 41%
31 December 2011,cerner,cerner's yearly stock price <b>increased</b> by 41%
31 December 2012,cerner,cerner's yearly stock price <b>increased</b> by 27%
31 December 2013,cerner,cerner's yearly stock price <b>increased</b> by 31%
31 December 2014,cerner,cerner's yearly stock price <b>increased</b> by 17%
31 December 2015,cerner,cerner's yearly stock price <b>increased</b> by 16%
31 December 2016,cerner,cerner's yearly stock price <b>decreased</b> by 15%
31 December 2017,cerner,cerner's yearly stock price <b>increased</b> by 12%
31 December 2018,cerner,cerner's yearly stock price <b>decreased</b> by 3%
31 December 2019,cerner,cerner's yearly stock price <b>increased</b> by 8%
31 December 2020,cerner,cerner's yearly stock price <b>increased</b> by 9%
31 December 2021,cerner,cerner's yearly stock price <b>increased</b> by 12%
31 December 2009,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 11%
31 December 2010,alliancedata,alliancedata's yearly stock price <b>increased</b> by 32%
31 December 2011,alliancedata,alliancedata's yearly stock price <b>increased</b> by 41%
31 December 2012,alliancedata,alliancedata's yearly stock price <b>increased</b> by 45%
31 December 2013,alliancedata,alliancedata's yearly stock price <b>increased</b> by 47%
31 December 2014,alliancedata,alliancedata's yearly stock price <b>increased</b> by 38%
31 December 2015,alliancedata,alliancedata's yearly stock price <b>increased</b> by 7%
31 December 2016,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 25%
31 December 2017,alliancedata,alliancedata's yearly stock price <b>increased</b> by 12%
31 December 2018,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 5%
31 December 2019,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 35%
31 December 2020,alliancedata,alliancedata's yearly stock price <b>decreased</b> by 58%
31 December 2021,alliancedata,alliancedata's yearly stock price <b>increased</b> by 30%
31 December 2009,activisionblizzard,activisionblizzard's yearly stock price <b>decreased</b> by 22%
31 December 2010,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 2%
31 December 2011,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 6%
31 December 2012,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 3%
31 December 2013,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 32%
31 December 2014,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 35%
31 December 2015,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 35%
31 December 2016,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 38%
31 December 2017,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 49%
31 December 2018,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 24%
31 December 2019,activisionblizzard,activisionblizzard's yearly stock price <b>decreased</b> by 29%
31 December 2020,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 50%
31 December 2021,activisionblizzard,activisionblizzard's yearly stock price <b>increased</b> by 30%
31 December 2009,gap,gap's yearly stock price <b>increased</b> by 3%
31 December 2010,gap,gap's yearly stock price <b>increased</b> by 22%
31 December 2011,gap,gap's yearly stock price <b>decreased</b> by 4%
31 December 2012,gap,gap's yearly stock price <b>increased</b> by 53%
31 December 2013,gap,gap's yearly stock price <b>increased</b> by 36%
31 December 2014,gap,gap's yearly stock price <b>increased</b> by 7%
31 December 2015,gap,gap's yearly stock price <b>decreased</b> by 11%
31 December 2016,gap,gap's yearly stock price <b>decreased</b> by 29%
31 December 2017,gap,gap's yearly stock price <b>increased</b> by 9%
31 December 2018,gap,gap's yearly stock price <b>increased</b> by 21%
31 December 2019,gap,gap's yearly stock price <b>decreased</b> by 29%
31 December 2020,gap,gap's yearly stock price <b>decreased</b> by 25%
31 December 2021,gap,gap's yearly stock price <b>increased</b> by 46%
31 December 2011,generalmotors,generalmotors's yearly stock price <b>decreased</b> by 18%
31 December 2012,generalmotors,generalmotors's yearly stock price <b>decreased</b> by 17%
31 December 2013,generalmotors,generalmotors's yearly stock price <b>increased</b> by 43%
31 December 2014,generalmotors,generalmotors's yearly stock price <b>increased</b> by 5%
31 December 2015,generalmotors,generalmotors's yearly stock price <b>increased</b> by 3%
31 December 2016,generalmotors,generalmotors's yearly stock price <b>decreased</b> by 4%
31 December 2017,generalmotors,generalmotors's yearly stock price <b>increased</b> by 26%
31 December 2018,generalmotors,generalmotors's yearly stock price <b>increased</b> by 4%
31 December 2019,generalmotors,generalmotors's yearly stock price <b>increased</b> by 4%
