date,filter,text
31 December 2012,mosaic,mosaic's yearly stock price <b>decreased</b> by 19%
31 December 2013,mosaic,mosaic's yearly stock price <b>decreased</b> by 1%
31 December 2014,mosaic,mosaic's yearly stock price <b>decreased</b> by 10%
31 December 2015,mosaic,mosaic's yearly stock price <b>decreased</b> by 9%
31 December 2016,mosaic,mosaic's yearly stock price <b>decreased</b> by 34%
31 December 2017,mosaic,mosaic's yearly stock price <b>decreased</b> by 3%
31 December 2018,mosaic,mosaic's yearly stock price <b>increased</b> by 18%
31 December 2019,mosaic,mosaic's yearly stock price <b>decreased</b> by 17%
31 December 2020,mosaic,mosaic's yearly stock price <b>decreased</b> by 31%
31 December 2021,mosaic,mosaic's yearly stock price <b>increased</b> by 70%
31 December 2009,ecolab,ecolab's yearly stock price <b>decreased</b> by 8%
31 December 2010,ecolab,ecolab's yearly stock price <b>increased</b> by 21%
31 December 2011,ecolab,ecolab's yearly stock price <b>increased</b> by 11%
31 December 2012,ecolab,ecolab's yearly stock price <b>increased</b> by 27%
31 December 2013,ecolab,ecolab's yearly stock price <b>increased</b> by 39%
31 December 2014,ecolab,ecolab's yearly stock price <b>increased</b> by 23%
31 December 2015,ecolab,ecolab's yearly stock price <b>increased</b> by 6%
31 December 2016,ecolab,ecolab's yearly stock price <b>increased</b> by 3%
31 December 2017,ecolab,ecolab's yearly stock price <b>increased</b> by 13%
31 December 2018,ecolab,ecolab's yearly stock price <b>increased</b> by 14%
31 December 2019,ecolab,ecolab's yearly stock price <b>increased</b> by 29%
31 December 2020,ecolab,ecolab's yearly stock price <b>increased</b> by 8%
31 December 2021,ecolab,ecolab's yearly stock price <b>increased</b> by 9%
31 December 2014,aramark,aramark's yearly stock price <b>increased</b> by 12%
31 December 2015,aramark,aramark's yearly stock price <b>increased</b> by 17%
31 December 2016,aramark,aramark's yearly stock price <b>increased</b> by 11%
31 December 2017,aramark,aramark's yearly stock price <b>increased</b> by 14%
31 December 2018,aramark,aramark's yearly stock price <b>increased</b> by 2%
31 December 2019,aramark,aramark's yearly stock price <b>decreased</b> by 6%
31 December 2020,aramark,aramark's yearly stock price <b>decreased</b> by 18%
31 December 2021,aramark,aramark's yearly stock price <b>increased</b> by 24%
31 December 2020,morganstanley,morganstanley's yearly stock price <b>decreased</b> by 4%
31 December 2009,conagrabrands,conagrabrands's yearly stock price <b>decreased</b> by 3%
31 December 2010,conagrabrands,conagrabrands's yearly stock price <b>increased</b> by 26%
31 December 2011,conagrabrands,conagrabrands's yearly stock price <b>increased</b> by 9%
31 December 2012,conagrabrands,conagrabrands's yearly stock price <b>increased</b> by 13%
31 December 2013,conagrabrands,conagrabrands's yearly stock price <b>increased</b> by 31%
31 December 2014,conagrabrands,conagrabrands's yearly stock price <b>decreased</b> by 1%
31 December 2015,conagrabrands,conagrabrands's yearly stock price <b>increased</b> by 26%
31 December 2016,conagrabrands,conagrabrands's yearly stock price <b>increased</b> by 18%
31 December 2017,conagrabrands,conagrabrands's yearly stock price <b>increased</b> by 7%
31 December 2018,conagrabrands,conagrabrands's yearly stock price <b>decreased</b> by 1%
31 December 2019,conagrabrands,conagrabrands's yearly stock price <b>decreased</b> by 21%
31 December 2020,conagrabrands,conagrabrands's yearly stock price <b>increased</b> by 28%
31 December 2021,conagrabrands,conagrabrands's yearly stock price <b>increased</b> by 3%
31 December 2009,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>decreased</b> by 1%
31 December 2010,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>decreased</b> by 9%
31 December 2011,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>decreased</b> by 7%
31 December 2012,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>increased</b> by 1%
31 December 2013,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>increased</b> by 21%
31 December 2014,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>increased</b> by 9%
31 December 2015,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>increased</b> by 12%
31 December 2016,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>increased</b> by 6%
31 December 2017,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>increased</b> by 18%
31 December 2018,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>increased</b> by 4%
31 December 2019,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>decreased</b> by 6%
31 December 2020,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>decreased</b> by 21%
31 December 2021,peoplesunitedbbank,peoplesunitedbbank's yearly stock price <b>increased</b> by 21%
31 December 2009,csx,csx's yearly stock price <b>decreased</b> by 28%
31 December 2010,csx,csx's yearly stock price <b>increased</b> by 48%
31 December 2011,csx,csx's yearly stock price <b>increased</b> by 32%
31 December 2012,csx,csx's yearly stock price <b>decreased</b> by 5%
31 December 2013,csx,csx's yearly stock price <b>increased</b> by 18%
31 December 2014,csx,csx's yearly stock price <b>increased</b> by 27%
31 December 2015,csx,csx's yearly stock price <b>increased</b> by 4%
31 December 2016,csx,csx's yearly stock price <b>decreased</b> by 8%
31 December 2017,csx,csx's yearly stock price <b>increased</b> by 83%
31 December 2018,csx,csx's yearly stock price <b>increased</b> by 30%
31 December 2019,csx,csx's yearly stock price <b>increased</b> by 13%
31 December 2020,csx,csx's yearly stock price <b>increased</b> by 5%
31 December 2021,csx,csx's yearly stock price <b>increased</b> by 22%
31 December 2009,archerdanielsmidland,archerdanielsmidland's yearly stock price <b>decreased</b> by 8%
31 December 2010,archerdanielsmidland,archerdanielsmidland's yearly stock price <b>increased</b> by 9%
31 December 2011,archerdanielsmidland,archerdanielsmidland's yearly stock price <b>increased</b> by 1%
31 December 2012,archerdanielsmidland,archerdanielsmidland's yearly stock price <b>increased</b> by 1%
