company,date,country,count,overall,balance,culture,career,comp,mgmt,knowledge,power,respect,trust,social_support,romance,similarity,identity,fun,conflict,
apple,2016-08-00,Ireland,2,3.500,3.000,3.000,3.500,3.500,3.000,0.48701,0.37294,0.23066,0.28262,0.32551,0.10427,0.27950,0.33562,0.23079,0.18941,
ericsson,2016-08-00,Ukraine,1,5.000,5.000,5.000,5.000,4.000,4.000,0.47212,0.36313,0.36047,0.48688,0.38040,0.10262,0.27368,0.38380,0.18475,0.19634,
huawei,2016-08-00,UAE,1,2.000,1.000,1.000,3.000,3.000,2.000,0.56916,0.22194,0.18322,0.33313,0.25289,0.00206,0.12548,0.26695,0.40797,0.08385,
apple,2016-08-00,Thailand,1,5.000,5.000,5.000,5.000,5.000,5.000,0.54456,0.47549,0.42666,0.28694,0.28170,0.08261,0.19026,0.29056,0.24439,0.12973,
nokia,2016-08-00,India,14,3.929,4.071,3.786,3.857,3.071,3.000,0.60624,0.43768,0.33086,0.39214,0.41400,0.09409,0.35215,0.38368,0.33374,0.20212,
apple,2016-08-00,US,91,3.846,2.923,3.538,2.956,3.681,2.890,0.53047,0.27922,0.26755,0.28523,0.34435,0.08864,0.28420,0.30887,0.25096,0.17271,
telefonica,2016-08-00,Brazil,1,4.000,4.000,3.000,3.000,4.000,3.000,0.43391,0.27229,0.25895,0.37665,0.35995,0.05827,0.33979,0.36055,0.15748,0.23348,
huawei,2016-08-00,US,1,5.000,3.000,3.000,3.000,3.000,2.000,0.57205,0.26822,0.35060,0.55613,0.29851,0.12090,0.14756,0.34021,0.18145,0.11404,
huawei,2016-08-00,Canada,1,1.000,2.000,1.000,2.000,3.000,1.000,0.59099,0.31317,0.16256,0.08994,0.17926,0.03317,0.19207,0.32905,0.22961,0.17145,
ericsson,2016-08-00,India,31,3.645,3.677,3.581,3.161,2.871,2.968,0.51136,0.41083,0.29846,0.35957,0.34929,0.07889,0.28286,0.33382,0.24675,0.17491,
huawei,2016-08-00,Turkey,1,2.000,1.000,1.000,1.000,3.000,1.000,0.41618,0.32801,0.40591,0.28292,0.44009,0.05309,0.23162,0.34835,0.23629,0.20117,
nokia,2016-08-00,Belgium,2,4.500,4.500,4.000,3.000,4.500,3.500,0.66799,0.39707,0.35336,0.37397,0.44262,0.06363,0.34079,0.45493,0.26838,0.24547,
ericsson,2016-08-00,Taiwan,1,3.000,2.000,2.000,3.000,2.000,1.000,0.34548,0.40483,0.41727,0.38246,0.39429,0.15901,0.34908,0.34326,0.35602,0.31747,
nokia,2016-08-00,Kenya,1,5.000,4.000,5.000,5.000,4.000,5.000,0.49848,0.43726,0.31393,0.45245,0.35945,0.10465,0.27881,0.35246,0.12843,0.24186,
telefonica,2016-08-00,CzechRepublic,1,3.000,0.000,0.000,0.000,0.000,0.000,0.61703,0.09690,0.13275,0.11768,0.20627,0.06009,0.55655,0.31054,0.21136,0.12619,
huawei,2016-08-00,Italy,1,5.000,4.000,4.000,4.000,3.000,4.000,0.51667,0.37259,0.31094,0.32895,0.31197,0.11705,0.28526,0.38568,0.22503,0.16182,
ericsson,2016-08-00,Kenya,1,3.000,3.000,2.000,3.000,4.000,2.000,0.49222,0.28872,0.40250,0.45349,0.37386,0.01944,0.27320,0.34962,0.20315,0.19373,
amazon,2016-08-00,UK,5,3.200,1.400,2.600,3.000,2.400,2.800,0.54672,0.25299,0.23759,0.24112,0.29813,0.03041,0.20103,0.29314,0.26181,0.19663,
apple,2016-08-00,Australia,3,4.667,3.333,5.000,2.000,3.000,4.000,0.50491,0.24182,0.31920,0.48848,0.30455,0.06509,0.30716,0.32067,0.33179,0.12795,
huawei,2016-08-00,Spain,1,5.000,5.000,5.000,5.000,5.000,5.000,0.48228,0.44389,0.33512,0.42025,0.39311,0.05872,0.35681,0.36832,0.28788,0.18415,
ericsson,2016-08-00,Sweden,4,3.500,3.500,3.250,3.250,3.250,2.250,0.48313,0.39295,0.28429,0.31885,0.32839,0.12776,0.33645,0.34928,0.28753,0.23061,
nokia,2016-08-00,Greece,1,4.000,3.000,4.000,3.000,3.000,3.000,0.79860,0.37564,0.18436,0.26394,0.43198,0.03184,0.12778,0.37319,0.26493,0.46832,
apple,2016-08-00,Japan,1,4.000,4.000,4.000,5.000,4.000,4.000,0.52360,0.44985,0.30360,0.23428,0.34627,0.06390,0.35220,0.32295,0.32893,0.15057,
telefonica,2016-08-00,Argentinia,2,4.500,5.000,3.500,4.000,4.000,3.000,0.47834,0.37792,0.31104,0.25715,0.34328,0.06894,0.23722,0.36057,0.17907,0.25169,
huawei,2016-08-00,Brazil,2,3.500,3.000,3.500,3.000,4.500,2.000,0.57974,0.34325,0.45090,0.22795,0.43706,0.06368,0.17076,0.29801,0.23774,0.14439,
ericsson,2016-08-00,Egypt,1,4.000,4.000,4.000,5.000,3.000,4.000,0.48117,0.30786,0.28066,0.33859,0.35590,0.11734,0.29706,0.30623,0.26221,0.31584,
ericsson,2016-08-00,US,16,3.875,4.000,3.938,3.063,4.500,3.250,0.52416,0.32979,0.32693,0.31483,0.35460,0.08668,0.31534,0.33850,0.24027,0.16397,
telefonica,2016-08-00,UK,1,1.000,1.000,1.000,1.000,1.000,1.000,0.50543,0.45480,0.36136,0.26424,0.24213,0.00084,0.18625,0.26272,0.06289,0.29840,
nokia,2016-08-00,UAE,1,3.000,4.000,4.000,3.000,2.000,4.000,0.58595,0.50563,0.51686,0.58794,0.53606,0.25378,0.44660,0.47310,0.35478,0.30334,
nokia,2016-08-00,UK,2,3.000,4.000,4.000,2.000,2.500,2.500,0.52244,0.48710,0.28407,0.20948,0.32945,0.09144,0.23009,0.34211,0.28859,0.19861,
nokia,2016-08-00,Brazil,1,5.000,3.000,5.000,2.000,4.000,0.000,0.66822,0.04858,0.22461,0.05219,0.02114,0.00006,0.04089,0.36727,0.11197,0.27406,
apple,2016-08-00,Canada,3,2.667,2.667,2.000,2.667,4.667,2.333,0.58061,0.22141,0.24487,0.27729,0.25496,0.03269,0.28579,0.29176,0.20441,0.19563,
huawei,2016-08-00,Oman,1,5.000,0.000,0.000,0.000,0.000,0.000,0.58831,0.53385,0.37645,0.29005,0.26116,0.01461,0.31294,0.33833,0.21572,0.21476,
ericsson,2016-08-00,UK,2,4.000,4.500,2.500,2.000,1.000,1.000,0.54681,0.38519,0.28747,0.45844,0.25928,0.04389,0.25400,0.32388,0.23141,0.09992,
nokia,2016-08-00,Romania,1,4.000,4.000,4.000,3.000,5.000,4.000,0.40752,0.29889,0.30959,0.29298,0.39720,0.11314,0.33772,0.34154,0.34022,0.21579,
apple,2016-08-00,China,1,4.000,1.000,3.000,4.000,3.000,3.000,0.56028,0.16278,0.14003,0.37577,0.26748,0.04396,0.13933,0.33191,0.17284,0.18650,
telefonica,2016-08-00,Ireland,1,4.000,5.000,4.000,5.000,5.000,2.000,0.53115,0.49771,0.26198,0.29484,0.35164,0.07272,0.43648,0.32196,0.27943,0.12519,
huawei,2016-08-00,China,4,3.250,1.500,2.750,3.750,3.500,2.750,0.50529,0.32691,0.29177,0.27755,0.36098,0.10078,0.25502,0.31214,0.27815,0.16763,
ericsson,2016-08-00,Hungary,1,4.000,5.000,4.000,3.000,3.000,4.000,0.60160,0.37929,0.18555,0.07052,0.40459,0.03494,0.12785,0.32887,0.05843,0.03632,
nokia,2016-08-00,Morocco,1,5.000,3.000,5.000,3.000,4.000,3.000,0.69825,0.51804,0.41353,0.23779,0.33800,0.13255,0.45275,0.46223,0.43728,0.28180,
nokia,2016-09-00,China,73,4.671,4.781,4.658,4.329,3.767,4.123,0.58739,0.41350,0.35404,0.44697,0.43035,0.10569,0.32856,0.40250,0.24770,0.19342,
nokia,2016-09-00,UK,1,3.000,5.000,4.000,3.000,3.000,4.000,0.55243,0.52005,0.46151,0.49873,0.52378,0.26778,0.48277,0.52026,0.36511,0.42555,
nokia,2016-09-00,Germany,1,4.000,4.000,4.000,5.000,4.000,3.000,0.72000,0.18222,0.39724,0.10577,0.13278,0.04524,0.12997,0.49964,0.13411,0.41925,
ericsson,2016-09-00,Sweden,10,3.300,4.300,3.800,2.900,3.500,2.600,0.46246,0.35837,0.31740,0.37738,0.41554,0.09715,0.28591,0.33113,0.26648,0.18523,
ericsson,2016-09-00,UK,7,2.286,2.857,2.286,2.143,2.143,1.429,0.52720,0.26554,0.25030,0.32843,0.27643,0.06864,0.28485,0.33867,0.24152,0.20715,
huawei,2016-09-00,Brazil,1,5.000,2.000,3.000,5.000,4.000,2.000,0.48180,0.36697,0.42152,0.40801,0.37141,0.07268,0.25038,0.35340,0.32067,0.19471,
nokia,2016-09-00,CzechRepublic,1,4.000,4.000,5.000,4.000,4.000,5.000,0.52162,0.43974,0.50743,0.46901,0.46978,0.16379,0.48787,0.45341,0.49688,0.44107,
telefonica,2016-09-00,Spain,3,3.667,3.333,3.000,3.667,3.667,2.333,0.58507,0.36073,0.19138,0.19878,0.28636,0.07982,0.18290,0.31895,0.18169,0.16165,
ericsson,2016-09-00,Ireland,3,3.000,1.333,1.667,1.333,0.667,1.000,0.40637,0.35128,0.38110,0.46808,0.36815,0.15837,0.35245,0.35725,0.38876,0.21669,
apple,2016-09-00,Germany,1,3.000,4.000,4.000,4.000,4.000,4.000,0.39934,0.39213,0.32905,0.39233,0.37506,0.14668,0.30098,0.31674,0.33693,0.33528,
huawei,2016-09-00,Mexico,1,3.000,2.000,3.000,2.000,2.000,3.000,0.50765,0.41334,0.23989,0.37891,0.32953,0.13776,0.31215,0.38767,0.26224,0.22073,
nokia,2016-09-00,Taiwan,1,4.000,4.000,1.000,4.000,4.000,1.000,0.41139,0.42489,0.34236,0.42350,0.34547,0.13927,0.34673,0.36039,0.30291,0.23963,
apple,2016-09-00,Spain,1,5.000,5.000,5.000,5.000,5.000,5.000,0.53652,0.28489,0.21957,0.55329,0.33785,0.10239,0.36768,0.31835,0.36582,0.17910,
ericsson,2016-09-00,Canada,3,2.667,3.000,3.333,3.000,2.667,2.667,0.55392,0.27094,0.32453,0.28627,0.36483,0.04185,0.36338,0.33347,0.15222,0.20416,
nokia,2016-09-00,India,17,4.412,4.412,4.529,4.000,3.882,3.941,0.53673,0.40693,0.36728,0.40431,0.43505,0.12152,0.36010,0.39124,0.32216,0.22598,
huawei,2016-09-00,India,14,3.214,1.929,2.429,2.786,2.857,2.643,0.50108,0.35834,0.29861,0.38581,0.36763,0.11808,0.28031,0.32520,0.29413,0.19068,
telefonica,2016-09-00,UK,3,3.333,3.667,4.000,3.000,3.000,3.333,0.49084,0.32811,0.33661,0.31027,0.36046,0.07810,0.24715,0.31203,0.34328,0.22448,
nokia,2016-09-00,France,1,4.000,3.000,5.000,3.000,4.000,3.000,0.42818,0.26108,0.34130,0.30958,0.18056,0.09312,0.24160,0.38897,0.43476,0.28070,
apple,2016-09-00,Singapore,1,3.000,3.000,4.000,2.000,3.000,3.000,0.57613,0.23406,0.26152,0.51002,0.45322,0.04546,0.21070,0.29506,0.23449,0.10429,
ericsson,2016-09-00,India,33,4.030,3.970,4.121,3.515,3.424,3.091,0.50159,0.33619,0.31313,0.38330,0.36290,0.08569,0.33250,0.34197,0.25766,0.16854,
huawei,2016-09-00,US,2,3.500,2.500,3.000,3.500,2.500,2.500,0.45068,0.36341,0.38004,0.38011,0.34337,0.15007,0.34738,0.34196,0.27739,0.18862,
ericsson,2016-09-00,SouthAfrica,1,2.000,4.000,1.000,3.000,1.000,1.000,0.65813,0.04011,0.05829,0.00163,0.17833,0.00194,0.64024,0.24867,0.08017,0.14794,
nokia,2016-09-00,US,9,3.444,4.111,3.556,2.556,3.111,2.889,0.63233,0.39484,0.32855,0.36854,0.38552,0.10266,0.35057,0.40884,0.28870,0.23676,
ericsson,2016-09-00,Estonia,1,3.000,3.000,3.000,3.000,3.000,2.000,0.48976,0.36158,0.33557,0.29058,0.29496,0.01268,0.34231,0.34064,0.24751,0.27388,
mcdonalds,2016-09-00,UK,28,3.143,3.000,3.036,3.286,2.679,2.607,0.51071,0.25613,0.25899,0.25475,0.36718,0.07379,0.23238,0.29043,0.27553,0.18872,
apple,2016-09-00,Canada,6,4.000,2.167,3.333,2.500,4.000,1.667,0.55751,0.24197,0.24684,0.22932,0.26573,0.08538,0.25503,0.31113,0.26620,0.20577,
ericsson,2016-09-00,Hungary,1,3.000,5.000,4.000,3.000,3.000,3.000,0.58969,0.34418,0.18356,0.12360,0.36844,0.12625,0.15732,0.27764,0.25054,0.22646,
huawei,2016-09-00,Egypt,2,4.000,1.500,3.000,4.500,3.500,3.000,0.42147,0.39214,0.34784,0.38986,0.36686,0.16258,0.36739,0.36169,0.34503,0.26022,
nokia,2016-09-00,Brazil,2,3.000,3.000,2.500,2.500,4.000,0.000,0.66591,0.14148,0.31803,0.28090,0.14687,0.01212,0.10568,0.42967,0.16482,0.36506,
nokia,2016-09-00,Romania,1,4.000,5.000,4.000,4.000,5.000,3.000,0.47538,0.35950,0.35663,0.44362,0.39673,0.21432,0.33923,0.37480,0.24830,0.16218,
apple,2016-09-00,Greece,2,5.000,5.000,5.000,5.000,5.000,5.000,0.39201,0.39008,0.39722,0.41037,0.39158,0.15895,0.38130,0.34011,0.27761,0.20097,
ericsson,2016-09-00,US,21,3.476,3.238,3.048,2.810,3.952,2.190,0.52805,0.31396,0.27479,0.30659,0.35039,0.08323,0.29709,0.32655,0.22611,0.15011,
huawei,2016-09-00,Denmark,1,2.000,1.000,1.000,2.000,1.000,1.000,0.58285,0.38798,0.26154,0.43084,0.36063,0.00857,0.17662,0.31923,0.18033,0.16868,
nokia,2016-09-00,SaudiArabia,1,5.000,5.000,5.000,5.000,5.000,5.000,0.37636,0.41526,0.33516,0.42833,0.40913,0.26327,0.32940,0.38450,0.40190,0.25551,
huawei,2016-09-00,Singapore,1,1.000,1.000,1.000,1.000,4.000,1.000,0.68532,0.40612,0.14071,0.20510,0.10206,0.00171,0.09049,0.28220,0.08528,0.10077,
ericsson,2016-09-00,Spain,2,4.000,4.500,4.000,4.500,4.000,4.500,0.51600,0.35759,0.26759,0.32016,0.40130,0.05664,0.26915,0.31496,0.14300,0.13674,
telefonica,2016-09-00,Brazil,1,4.000,2.000,3.000,3.000,5.000,3.000,0.55774,0.25448,0.25467,0.36089,0.22870,0.05231,0.45742,0.34739,0.26550,0.29966,
nokia,2016-09-00,Greece,3,3.333,4.667,3.667,1.333,2.667,2.667,0.50856,0.43819,0.40102,0.47391,0.42797,0.16630,0.36980,0.40391,0.27744,0.22515,
ericsson,2016-09-00,Mexico,1,4.000,3.000,3.000,3.000,3.000,2.000,0.48713,0.19879,0.27802,0.35694,0.39519,0.09623,0.26963,0.32453,0.30578,0.12470,
huawei,2016-09-00,China,5,3.800,3.000,3.400,3.400,3.000,3.000,0.51752,0.26330,0.23975,0.39932,0.38740,0.09235,0.24984,0.32197,0.16621,0.13529,
nokia,2016-09-00,Spain,1,4.000,5.000,4.000,4.000,4.000,2.000,0.57692,0.11997,0.26255,0.57345,0.11489,0.10830,0.12259,0.39252,0.22519,0.23609,
starbucks,2016-09-00,UK,5,3.600,3.000,3.200,2.400,2.400,3.000,0.50572,0.30270,0.29173,0.27640,0.34653,0.07776,0.26026,0.28398,0.34186,0.15753,
huawei,2016-09-00,UAE,1,4.000,3.000,4.000,4.000,3.000,4.000,0.54854,0.16933,0.22564,0.37282,0.24009,0.05984,0.15856,0.39655,0.15840,0.25254,
nokia,2016-09-00,Finland,7,4.000,3.286,2.857,2.714,2.286,1.714,0.50615,0.33308,0.31448,0.40574,0.37522,0.09257,0.31755,0.37012,0.22538,0.20923,
apple,2016-09-00,Russia,1,3.000,1.000,1.000,1.000,4.000,1.000,0.50854,0.30836,0.34840,0.34029,0.38951,0.15509,0.24985,0.37101,0.28582,0.13874,
telefonica,2016-09-00,Netherlands,1,3.000,2.000,3.000,3.000,4.000,2.000,0.51304,0.37280,0.24604,0.11555,0.26932,0.12615,0.21641,0.39873,0.20095,0.22788,
huawei,2016-09-00,Japan,1,4.000,4.000,5.000,5.000,3.000,4.000,0.60035,0.26665,0.18502,0.49993,0.24338,0.05637,0.20367,0.40302,0.13639,0.30668,
nokia,2016-09-00,Chile,1,4.000,4.000,5.000,4.000,3.000,4.000,0.75456,0.59115,0.25820,0.42988,0.41742,0.19870,0.23964,0.46756,0.21894,0.23693,
apple,2016-09-00,US,92,3.880,2.815,3.554,3.011,3.630,2.989,0.52680,0.27808,0.27088,0.28051,0.30995,0.07802,0.31007,0.31381,0.24476,0.17652,
ericsson,2016-09-00,Italy,1,4.000,5.000,4.000,3.000,4.000,3.000,0.39721,0.36167,0.34908,0.32006,0.40252,0.20875,0.35236,0.36257,0.29877,0.26853,
huawei,2016-09-00,Italy,1,5.000,5.000,5.000,3.000,3.000,5.000,0.40926,0.32684,0.30886,0.38273,0.35954,0.29674,0.35967,0.36136,0.37278,0.30617,
nokia,2016-09-00,Australia,1,3.000,5.000,4.000,3.000,3.000,2.000,0.65534,0.61096,0.36222,0.55619,0.56615,0.07095,0.38077,0.48349,0.27065,0.17062,
apple,2016-09-00,Australia,2,4.500,3.500,4.000,4.000,3.500,0.500,0.49100,0.44000,0.33407,0.26286,0.27004,0.08820,0.26056,0.31885,0.36531,0.21666,
huawei,2016-09-00,Colombia,1,4.000,3.000,4.000,4.000,4.000,4.000,0.39607,0.32903,0.45767,0.47886,0.34952,0.01086,0.30931,0.29127,0.28838,0.19551,
ericsson,2016-09-00,Singapore,1,5.000,4.000,5.000,2.000,4.000,3.000,0.41872,0.38036,0.37858,0.34760,0.39125,0.10882,0.31523,0.35963,0.27282,0.26508,
telefonica,2016-09-00,Mexico,1,4.000,3.000,4.000,4.000,4.000,3.000,0.61313,0.15213,0.15952,0.16244,0.51739,0.03784,0.13847,0.25621,0.17426,0.06213,
huawei,2016-09-00,Spain,2,3.500,2.000,3.500,3.500,3.500,2.500,0.39392,0.36542,0.32472,0.37785,0.31744,0.13071,0.34003,0.36016,0.30725,0.32246,
nokia,2016-09-00,Hungary,3,3.667,4.667,3.667,3.333,3.333,3.333,0.50005,0.30141,0.37401,0.42547,0.38379,0.11063,0.33027,0.35431,0.19229,0.16796,
ericsson,2016-09-00,Romania,1,4.000,3.000,4.000,3.000,4.000,4.000,0.50135,0.24177,0.43658,0.55152,0.31066,0.09502,0.36928,0.40494,0.18011,0.13036,
huawei,2016-09-00,Russia,1,4.000,2.000,3.000,3.000,4.000,3.000,0.60662,0.33257,0.22103,0.25639,0.15787,0.03597,0.34927,0.36701,0.23737,0.11714,
apple,2016-09-00,UK,10,3.000,3.100,3.300,2.700,4.000,3.000,0.53429,0.24580,0.25914,0.27990,0.37449,0.06673,0.26252,0.28891,0.29195,0.13421,
huawei,2016-09-00,UK,4,2.250,2.000,2.000,2.000,2.250,1.750,0.46628,0.44561,0.31169,0.33989,0.38713,0.08969,0.27986,0.31516,0.30653,0.22914,
nokia,2016-09-00,Philippines,1,4.000,3.000,5.000,3.000,5.000,4.000,0.71947,0.44769,0.24563,0.25391,0.27757,0.07017,0.20678,0.43154,0.33069,0.25675,
apple,2016-09-00,Ireland,2,5.000,4.500,4.500,5.000,5.000,5.000,0.46829,0.24390,0.36977,0.22547,0.42784,0.02539,0.20482,0.32165,0.14027,0.18611,
amazon,2016-09-00,UK,3,4.000,1.667,2.333,3.000,2.667,2.333,0.46055,0.35924,0.36485,0.35734,0.36073,0.12109,0.29818,0.34380,0.28396,0.20046,
huawei,2016-09-00,Nigeria,1,4.000,0.000,0.000,0.000,0.000,0.000,0.60583,0.51059,0.25139,0.30878,0.47948,0.05816,0.15740,0.28549,0.15401,0.12714,
ericsson,2016-09-00,China,1,4.000,4.000,4.000,3.000,3.000,3.000,0.40861,0.41099,0.37729,0.40012,0.41442,0.19860,0.35977,0.35827,0.30135,0.22288,
nokia,2016-09-00,Portugal,1,3.000,4.000,3.000,3.000,3.000,3.000,0.43928,0.41794,0.30732,0.42021,0.28978,0.09510,0.40132,0.37328,0.38208,0.34903,
huawei,2016-09-00,Philippines,1,4.000,2.000,4.000,4.000,4.000,3.000,0.48256,0.42963,0.37101,0.36280,0.34325,0.08145,0.30593,0.31586,0.32307,0.20747,
ericsson,2016-09-00,Croatia,1,3.000,5.000,3.000,3.000,5.000,3.000,0.55125,0.22695,0.32364,0.31145,0.43227,0.18119,0.39000,0.31215,0.55861,0.12324,
nokia,2016-09-00,Canada,2,3.500,3.000,4.000,4.500,3.000,3.000,0.66069,0.63907,0.37500,0.46764,0.46973,0.12310,0.42506,0.41312,0.39019,0.29393,
ericsson,2016-09-00,Brazil,3,3.333,2.333,3.667,4.000,4.000,2.333,0.54990,0.29865,0.26443,0.37209,0.26713,0.02809,0.32069,0.37068,0.15851,0.15933,
apple,2016-09-00,Bangladesh,1,4.000,4.000,4.000,3.000,4.000,3.000,0.44902,0.18611,0.19430,0.33653,0.44360,0.09351,0.22592,0.28843,0.10407,0.12892,
huawei,2016-10-00,Spain,1,3.000,0.000,0.000,0.000,0.000,0.000,0.44970,0.43204,0.34119,0.37502,0.37144,0.12861,0.37207,0.35441,0.32921,0.26865,
nokia,2016-10-00,Greece,1,3.000,3.000,4.000,1.000,2.000,2.000,0.84420,0.39417,0.25191,0.12032,0.27686,0.02082,0.11801,0.32391,0.14983,0.07584,
huawei,2016-10-00,China,4,2.750,1.000,1.750,3.000,2.000,1.250,0.46651,0.31555,0.33432,0.31646,0.34262,0.08898,0.27309,0.33680,0.30485,0.21033,
ericsson,2016-10-00,Hungary,3,3.667,4.000,4.000,3.000,2.667,2.667,0.48665,0.30594,0.35990,0.34131,0.36108,0.14700,0.37647,0.32568,0.26774,0.20989,
apple,2016-10-00,Canada,7,4.000,3.857,4.429,3.286,4.571,3.143,0.52072,0.30157,0.33139,0.31734,0.38057,0.08462,0.30899,0.31871,0.24156,0.14748,
nokia,2016-10-00,Portugal,1,4.000,4.000,5.000,4.000,3.000,4.000,0.90878,0.67514,0.31745,0.35523,0.20436,0.00685,0.20920,0.43043,0.08660,0.10365,
huawei,2016-10-00,Uganda,1,2.000,1.000,2.000,1.000,1.000,1.000,0.58829,0.35761,0.22073,0.11962,0.52646,0.08479,0.16251,0.27020,0.26891,0.12190,
ericsson,2016-10-00,Romania,1,5.000,5.000,5.000,2.000,3.000,5.000,0.53940,0.26316,0.23297,0.35181,0.34441,0.10527,0.33923,0.32930,0.12993,0.20207,
nokia,2016-10-00,UK,1,3.000,3.000,3.000,3.000,3.000,2.000,0.86443,0.40666,0.27685,0.55764,0.26371,0.00018,0.35086,0.43508,0.10805,0.26529,
nokia,2016-10-00,China,5,4.000,4.600,4.400,3.600,3.200,4.000,0.47666,0.36610,0.35064,0.40236,0.43868,0.17678,0.31351,0.35410,0.31600,0.23260,
huawei,2016-10-00,UAE,1,4.000,2.000,3.000,5.000,4.000,3.000,0.62379,0.25337,0.09444,0.34139,0.65360,0.00096,0.15101,0.19093,0.06096,0.01139,
ericsson,2016-10-00,UK,1,3.000,4.000,3.000,3.000,1.000,2.000,0.42655,0.36536,0.28900,0.40033,0.34434,0.09353,0.32512,0.34899,0.26455,0.33061,
ericsson,2016-10-00,India,27,4.222,4.111,4.037,3.889,3.222,2.741,0.47707,0.33919,0.32929,0.38719,0.37879,0.11551,0.32469,0.34083,0.27222,0.20322,
apple,2016-10-00,Australia,3,4.000,4.000,4.000,2.000,3.667,2.333,0.59281,0.24522,0.36341,0.37983,0.41006,0.11203,0.33018,0.28921,0.28769,0.14834,
telefonica,2016-10-00,Chile,2,4.500,3.000,4.000,3.500,4.500,2.500,0.40839,0.39177,0.38015,0.37818,0.38347,0.17210,0.30589,0.34135,0.37760,0.24849,
nokia,2016-10-00,Hungary,4,4.500,5.000,4.000,4.500,3.500,4.250,0.68581,0.44323,0.37374,0.32318,0.44260,0.11388,0.30430,0.37220,0.26460,0.16308,
huawei,2016-10-00,Malaysia,1,3.000,1.000,2.000,4.000,2.000,3.000,0.55454,0.41931,0.25483,0.26515,0.18503,0.00283,0.30233,0.35036,0.28663,0.18305,
nokia,2016-10-00,Indonesia,1,1.000,1.000,1.000,1.000,1.000,1.000,0.63519,0.51604,0.40550,0.58787,0.30301,0.15248,0.48514,0.52629,0.37619,0.35394,
nokia,2016-10-00,Colombia,1,5.000,5.000,5.000,5.000,5.000,4.000,0.84912,0.70338,0.23152,0.72007,0.33041,0.12895,0.17791,0.47350,0.25948,0.29183,
telefonica,2016-10-00,UK,2,4.500,4.500,5.000,4.000,4.000,4.500,0.39586,0.28398,0.42375,0.37613,0.47089,0.02919,0.35854,0.33172,0.22695,0.10329,
nokia,2016-10-00,Finland,6,3.833,2.500,3.000,2.167,2.500,2.667,0.54343,0.43201,0.37411,0.37033,0.38967,0.13385,0.34123,0.38495,0.24587,0.23807,
huawei,2016-10-00,US,1,5.000,3.000,5.000,5.000,4.000,4.000,0.40927,0.34211,0.37446,0.52366,0.45779,0.13915,0.32085,0.32627,0.42131,0.14607,
ericsson,2016-10-00,Ireland,4,2.250,2.250,2.250,2.250,1.500,1.500,0.55070,0.22971,0.18799,0.32018,0.30414,0.03597,0.23250,0.31443,0.14736,0.14070,
apple,2016-10-00,US,79,3.924,3.203,3.975,3.278,3.886,3.342,0.53296,0.26208,0.26127,0.30081,0.33951,0.08106,0.27519,0.31263,0.23718,0.15722,
telefonica,2016-10-00,Spain,2,5.000,2.000,2.000,2.000,1.500,2.000,0.53176,0.23657,0.30664,0.37275,0.27203,0.06609,0.22600,0.37950,0.21362,0.15514,
mcdonalds,2016-10-00,UK,23,3.000,2.696,2.522,2.783,2.435,2.435,0.49071,0.32750,0.27544,0.29189,0.34621,0.09369,0.25354,0.29475,0.32559,0.22314,
nokia,2016-10-00,Malaysia,2,3.000,3.500,2.500,2.500,4.000,3.000,0.73416,0.39255,0.39395,0.40702,0.41164,0.04215,0.41565,0.44959,0.11572,0.15510,
huawei,2016-10-00,Nigeria,1,3.000,1.000,3.000,2.000,1.000,2.000,0.55026,0.38469,0.15511,0.18490,0.32692,0.13521,0.17925,0.26962,0.20331,0.21874,
huawei,2016-10-00,Kenya,1,1.000,1.000,2.000,2.000,1.000,1.000,0.45609,0.50702,0.35392,0.29465,0.30836,0.16058,0.32406,0.35721,0.34182,0.29918,
ericsson,2016-10-00,Canada,8,3.125,2.625,2.000,2.250,2.625,2.500,0.50262,0.32480,0.31072,0.30903,0.35512,0.10094,0.27808,0.33506,0.25494,0.21514,
nokia,2016-10-00,India,14,3.500,3.143,2.857,2.429,2.643,2.786,0.58713,0.45998,0.29064,0.35730,0.36904,0.11505,0.29599,0.37064,0.26720,0.18087,
apple,2016-10-00,HongKong,1,2.000,5.000,1.000,2.000,5.000,1.000,0.46534,0.17271,0.27149,0.33395,0.29764,0.12331,0.18518,0.32328,0.23803,0.12679,
huawei,2016-10-00,India,6,2.667,2.000,2.833,2.667,2.500,2.333,0.57199,0.45251,0.20647,0.23289,0.31694,0.07134,0.19277,0.28961,0.17302,0.16962,
nokia,2016-10-00,Canada,3,3.667,3.667,3.667,4.000,4.000,4.000,0.71884,0.39655,0.26917,0.36046,0.33094,0.04005,0.22980,0.40861,0.31072,0.15260,
nokia,2016-10-00,US,10,3.600,3.800,3.300,2.900,3.300,2.800,0.64893,0.45297,0.28132,0.40900,0.33651,0.07427,0.38072,0.38674,0.26731,0.17601,
ericsson,2016-10-00,China,2,3.000,2.500,2.000,2.000,2.000,2.000,0.48798,0.33598,0.26677,0.43507,0.45382,0.10219,0.29706,0.35160,0.17765,0.22278,
ericsson,2016-10-00,Sweden,14,3.857,4.143,4.071,3.643,3.643,3.214,0.50065,0.37831,0.30180,0.40117,0.34646,0.10249,0.30248,0.34529,0.23730,0.20059,
