company,date,country,count,overall,balance,culture,career,comp,mgmt,knowledge,power,respect,trust,social_support,romance,similarity,identity,fun,conflict,
ericsson,2016-06-00,Ireland,2,5.000,4.000,4.500,3.500,4.000,4.000,0.45163,0.32940,0.34390,0.34681,0.33670,0.08134,0.33879,0.37787,0.24160,0.20150,
apple,2016-06-00,China,1,5.000,3.000,5.000,5.000,5.000,4.000,0.59913,0.36900,0.17136,0.12917,0.49749,0.04399,0.12140,0.29202,0.15879,0.12517,
nokia,2016-06-00,Taiwan,1,4.000,2.000,4.000,4.000,3.000,3.000,0.46774,0.47843,0.27127,0.26761,0.32636,0.13291,0.32560,0.35842,0.23931,0.22205,
apple,2016-06-00,US,100,3.940,2.850,3.790,3.110,3.690,3.030,0.55261,0.27076,0.26082,0.28945,0.32423,0.07805,0.28353,0.31711,0.23453,0.15108,
nokia,2016-06-00,Finland,4,4.250,4.500,4.250,4.000,4.000,3.500,0.66087,0.46705,0.29030,0.44990,0.45054,0.08526,0.26208,0.38119,0.18959,0.17803,
huawei,2016-06-00,Colombia,2,2.500,2.000,1.500,1.500,2.500,2.000,0.53356,0.24418,0.30326,0.33441,0.30063,0.02570,0.30191,0.32787,0.19543,0.11814,
ericsson,2016-06-00,Italy,1,3.000,3.000,3.000,3.000,3.000,3.000,0.42379,0.22575,0.36956,0.51536,0.38547,0.13904,0.34701,0.35155,0.31340,0.22224,
amazon,2016-06-00,UK,11,2.273,1.818,2.000,2.091,2.273,1.909,0.56017,0.30544,0.21952,0.16081,0.29841,0.10351,0.24713,0.27365,0.29766,0.19102,
nokia,2016-06-00,Brazil,1,3.000,3.000,3.000,2.000,4.000,0.000,0.82782,0.18471,0.35721,0.17913,0.16262,0.02827,0.12810,0.49212,0.09639,0.30456,
apple,2016-06-00,Australia,3,4.000,4.000,4.000,3.000,3.333,3.667,0.52756,0.36433,0.27001,0.33442,0.36372,0.12785,0.34887,0.33821,0.37881,0.17011,
ericsson,2016-06-00,Mexico,2,4.500,5.000,5.000,4.500,4.000,5.000,0.49663,0.48989,0.29134,0.28114,0.36504,0.06966,0.29866,0.36408,0.19951,0.23094,
nokia,2016-06-00,Philippines,2,4.000,5.000,5.000,4.000,3.500,4.000,0.66335,0.32222,0.29980,0.34453,0.43506,0.11182,0.20987,0.41880,0.31729,0.14339,
huawei,2016-06-00,China,5,4.400,3.400,3.800,4.000,4.200,3.600,0.51229,0.32778,0.29883,0.31063,0.31499,0.10907,0.33918,0.34081,0.31154,0.20097,
ericsson,2016-06-00,China,1,5.000,5.000,5.000,4.000,3.000,5.000,0.57876,0.32973,0.36053,0.32597,0.42785,0.10279,0.11847,0.26590,0.13074,0.12538,
apple,2016-06-00,Canada,5,3.800,2.600,4.400,2.000,4.200,2.600,0.54532,0.33136,0.32503,0.27385,0.34965,0.07958,0.28996,0.30568,0.27214,0.14017,
nokia,2016-06-00,Belgium,2,5.000,5.000,4.500,5.000,4.500,4.000,0.68630,0.48062,0.33949,0.30196,0.28079,0.04933,0.33518,0.40681,0.22180,0.12727,
nokia,2016-06-00,NewZealand,1,4.000,0.000,0.000,0.000,0.000,0.000,0.62867,0.43240,0.16740,0.15938,0.26212,0.11232,0.12277,0.34855,0.14242,0.12455,
apple,2016-06-00,UK,9,4.222,3.111,3.889,2.889,3.889,3.333,0.56149,0.32718,0.27557,0.27034,0.35334,0.06565,0.28158,0.30380,0.25435,0.12293,
nokia,2016-06-00,UAE,1,5.000,4.000,5.000,3.000,3.000,3.000,0.63885,0.31116,0.49498,0.64628,0.54238,0.00189,0.32141,0.45799,0.22871,0.31724,
huawei,2016-06-00,Pakistan,1,5.000,2.000,1.000,4.000,2.000,3.000,0.45376,0.36100,0.30700,0.27334,0.33965,0.02933,0.32473,0.34131,0.43231,0.15721,
nokia,2016-06-00,UK,1,5.000,5.000,4.000,5.000,2.000,2.000,0.93569,0.13124,0.34355,0.04285,0.14006,0.00145,0.60524,0.39553,0.15789,0.23658,
ericsson,2016-06-00,SouthAfrica,1,4.000,3.000,5.000,3.000,4.000,4.000,0.63618,0.55375,0.39115,0.12044,0.37459,0.06312,0.61272,0.35453,0.24928,0.09401,
nokia,2016-06-00,Germany,3,2.667,2.667,1.667,1.667,4.333,1.333,0.73755,0.43798,0.29303,0.29123,0.31122,0.06965,0.28530,0.43975,0.20643,0.29871,
telefonica,2016-06-00,Venezuela,1,5.000,5.000,5.000,5.000,5.000,5.000,0.67246,0.27254,0.13468,0.09294,0.09533,0.00522,0.36560,0.25465,0.09289,0.04685,
ericsson,2016-06-00,Bangladesh,1,5.000,5.000,5.000,5.000,5.000,5.000,0.63946,0.63219,0.15486,0.11695,0.15985,0.06422,0.11400,0.29580,0.22409,0.10317,
huawei,2016-06-00,Malaysia,1,1.000,1.000,1.000,1.000,1.000,1.000,0.52569,0.28503,0.21182,0.11308,0.27617,0.07320,0.17503,0.29014,0.27454,0.18718,
nokia,2016-06-00,SaudiArabia,1,3.000,3.000,3.000,3.000,4.000,3.000,0.84305,0.43032,0.23985,0.19516,0.16352,0.10910,0.40960,0.46544,0.29398,0.21289,
nokia,2016-06-00,US,14,3.857,4.143,4.000,3.214,3.786,3.000,0.59155,0.41275,0.31963,0.42012,0.36847,0.08655,0.35204,0.39731,0.26302,0.23140,
huawei,2016-06-00,Nigeria,1,3.000,2.000,3.000,5.000,2.000,3.000,0.62461,0.35835,0.20867,0.33815,0.21209,0.09847,0.24654,0.37557,0.13394,0.27966,
ericsson,2016-06-00,Turkey,1,4.000,5.000,4.000,3.000,4.000,3.000,0.62794,0.28067,0.16355,0.12476,0.25742,0.08504,0.26706,0.30513,0.22904,0.09062,
ericsson,2016-06-00,Hungary,3,4.333,4.000,4.667,4.667,4.000,3.667,0.48914,0.33352,0.29317,0.22749,0.38776,0.08321,0.25868,0.31257,0.26947,0.17120,
telefonica,2016-06-00,UK,1,4.000,3.000,3.000,3.000,4.000,3.000,0.38169,0.36801,0.36022,0.42570,0.40929,0.12767,0.37209,0.37010,0.24554,0.23762,
nokia,2016-06-00,France,2,3.500,3.000,4.000,4.000,3.500,1.000,0.65108,0.26856,0.42111,0.22796,0.21641,0.12820,0.20793,0.42945,0.30802,0.23729,
nokia,2016-06-00,Portugal,2,4.500,2.000,2.500,2.500,2.000,2.500,0.51533,0.33623,0.37323,0.33896,0.40384,0.22179,0.41148,0.40118,0.40776,0.23804,
huawei,2016-06-00,Italy,1,3.000,0.000,0.000,0.000,0.000,0.000,0.53054,0.27424,0.33303,0.51585,0.54269,0.12171,0.19427,0.31952,0.19319,0.14076,
ericsson,2016-06-00,UK,1,5.000,0.000,0.000,0.000,0.000,0.000,0.48880,0.46228,0.34044,0.40907,0.30901,0.13278,0.35999,0.37217,0.24385,0.25543,
huawei,2016-06-00,US,4,2.750,2.250,2.250,2.500,3.000,2.000,0.58492,0.37688,0.24313,0.23502,0.24831,0.04918,0.23766,0.30634,0.13803,0.18777,
apple,2016-06-00,UAE,1,5.000,5.000,5.000,5.000,5.000,3.000,0.63171,0.14917,0.15651,0.12338,0.11835,0.08268,0.36860,0.32913,0.20279,0.17624,
mcdonalds,2016-06-00,UK,11,3.182,2.455,2.909,2.455,2.636,1.909,0.53618,0.22949,0.20763,0.20499,0.37361,0.05361,0.18282,0.24839,0.30473,0.19567,
nokia,2016-06-00,Canada,3,3.667,4.000,4.000,3.333,3.333,3.667,0.55857,0.42250,0.29233,0.30369,0.35175,0.10770,0.29154,0.40196,0.21598,0.22486,
huawei,2016-06-00,Chile,1,4.000,0.000,0.000,0.000,0.000,0.000,0.62597,0.59844,0.15972,0.14795,0.13278,0.12846,0.30442,0.27840,0.18094,0.15645,
ericsson,2016-06-00,Canada,4,2.750,2.750,2.250,3.250,3.000,1.500,0.58891,0.38020,0.21114,0.24758,0.34748,0.10171,0.17074,0.27826,0.21573,0.19652,
nokia,2016-06-00,Poland,1,4.000,3.000,2.000,4.000,5.000,1.000,0.37470,0.38459,0.41629,0.44142,0.41647,0.15681,0.32122,0.32140,0.30400,0.19748,
telefonica,2016-06-00,CzechRepublic,1,4.000,5.000,4.000,5.000,4.000,4.000,0.36261,0.28720,0.35382,0.39872,0.43680,0.13307,0.30679,0.35514,0.40936,0.24099,
huawei,2016-06-00,Germany,1,2.000,2.000,2.000,2.000,4.000,2.000,0.44213,0.46594,0.27591,0.23593,0.31827,0.12171,0.36478,0.35072,0.26730,0.33283,
ericsson,2016-06-00,Sweden,6,3.167,2.667,2.500,2.500,3.000,2.333,0.52813,0.28895,0.27803,0.29218,0.32988,0.07245,0.36118,0.34219,0.24567,0.22068,
nokia,2016-06-00,Egypt,1,4.000,3.000,4.000,1.000,3.000,3.000,0.46115,0.32426,0.32878,0.38472,0.32884,0.05212,0.33623,0.34997,0.36687,0.26148,
huawei,2016-06-00,India,12,2.917,1.583,2.250,2.917,3.667,2.000,0.57410,0.34511,0.23492,0.29345,0.30733,0.03853,0.20959,0.29201,0.20842,0.13450,
ericsson,2016-06-00,Romania,2,3.500,3.000,4.000,4.000,3.000,3.000,0.49013,0.34387,0.36951,0.46850,0.40198,0.14177,0.30872,0.35548,0.30774,0.20850,
nokia,2016-06-00,India,10,4.100,4.500,4.200,3.700,3.400,3.500,0.50029,0.38302,0.38557,0.45414,0.40422,0.08462,0.36431,0.38036,0.31367,0.19746,
ericsson,2016-07-00,Ireland,1,4.000,5.000,3.000,3.000,4.000,2.000,0.60748,0.14673,0.37040,0.09048,0.29809,0.01043,0.11962,0.31298,0.29618,0.07144,
apple,2016-07-00,India,1,4.000,4.000,5.000,2.000,3.000,5.000,0.53081,0.32015,0.24878,0.34828,0.35544,0.09947,0.23374,0.36269,0.23482,0.27069,
telefonica,2016-07-00,UK,5,3.000,3.200,2.600,2.200,2.600,2.000,0.46887,0.37415,0.32642,0.35727,0.34069,0.11328,0.30261,0.34343,0.30848,0.22543,
nokia,2016-07-00,Finland,6,4.167,3.833,4.000,3.833,3.167,3.333,0.62805,0.45242,0.31449,0.35663,0.36629,0.09189,0.34377,0.38237,0.31124,0.23642,
nokia,2016-07-00,Germany,2,3.000,3.500,4.000,3.000,4.500,3.000,0.47219,0.32205,0.37262,0.25586,0.31864,0.12731,0.17823,0.36091,0.25377,0.25502,
telefonica,2016-07-00,Brazil,1,2.000,4.000,3.000,3.000,2.000,1.000,0.54367,0.44832,0.30725,0.34378,0.35997,0.10233,0.26703,0.33216,0.17342,0.13235,
ericsson,2016-07-00,SouthAfrica,1,5.000,5.000,5.000,5.000,5.000,2.000,0.53805,0.46271,0.26565,0.33590,0.41758,0.14103,0.28245,0.33626,0.16067,0.22165,
apple,2016-07-00,France,1,3.000,5.000,5.000,2.000,3.000,3.000,0.66065,0.39081,0.13725,0.10668,0.10978,0.04752,0.11915,0.32761,0.21090,0.09952,
huawei,2016-07-00,Netherlands,1,1.000,1.000,1.000,1.000,1.000,1.000,0.55944,0.23936,0.23864,0.24919,0.27751,0.12901,0.19548,0.32232,0.27640,0.16359,
huawei,2016-07-00,India,6,3.333,1.833,2.667,3.167,3.167,2.667,0.50766,0.42299,0.30382,0.34702,0.34669,0.06779,0.27077,0.32688,0.26317,0.15830,
ericsson,2016-07-00,Kenya,1,5.000,4.000,4.000,3.000,4.000,4.000,0.47306,0.41635,0.30256,0.45551,0.26754,0.01249,0.41509,0.37732,0.21298,0.21131,
nokia,2016-07-00,Greece,1,1.000,2.000,1.000,1.000,2.000,1.000,0.50852,0.53624,0.44716,0.37139,0.58072,0.01880,0.35685,0.46088,0.46503,0.38252,
nokia,2016-07-00,Kenya,1,5.000,5.000,5.000,4.000,4.000,4.000,0.84089,0.55166,0.21762,0.21003,0.19811,0.08316,0.54750,0.50916,0.18378,0.31226,
apple,2016-07-00,Canada,5,3.600,2.800,3.600,2.600,4.600,3.200,0.58156,0.15179,0.27426,0.28236,0.36656,0.10558,0.24788,0.32624,0.23042,0.16729,
starbucks,2016-07-00,UK,12,3.333,2.583,3.000,2.500,2.417,2.000,0.46377,0.35263,0.30810,0.29466,0.36857,0.10488,0.26250,0.29884,0.33824,0.21443,
telefonica,2016-07-00,Ireland,2,4.500,5.000,5.000,4.000,3.500,4.500,0.61660,0.32646,0.30422,0.21504,0.44789,0.06029,0.44568,0.33898,0.11312,0.05977,
huawei,2016-07-00,Malaysia,1,1.000,1.000,1.000,1.000,3.000,1.000,0.57075,0.48918,0.18954,0.19360,0.20329,0.02952,0.21894,0.39452,0.21553,0.20808,
ericsson,2016-07-00,US,9,3.222,2.889,2.889,2.222,3.444,2.444,0.52181,0.33098,0.28092,0.29972,0.37357,0.08120,0.28611,0.32726,0.19434,0.13756,
huawei,2016-07-00,Brazil,2,3.000,2.500,2.000,2.500,3.000,1.000,0.61146,0.44191,0.18650,0.19142,0.19715,0.10001,0.32260,0.36090,0.25626,0.19673,
apple,2016-07-00,China,1,4.000,5.000,5.000,4.000,4.000,4.000,0.61230,0.19171,0.23863,0.36807,0.36672,0.08658,0.14422,0.31653,0.18174,0.10720,
ericsson,2016-07-00,Sweden,4,4.000,4.250,4.500,4.250,4.000,2.750,0.42935,0.43750,0.34645,0.40712,0.37092,0.17030,0.31917,0.34835,0.33006,0.23162,
nokia,2016-07-00,Romania,1,4.000,4.000,4.000,2.000,2.000,3.000,0.74692,0.60383,0.39593,0.56140,0.48288,0.11436,0.38756,0.46233,0.15316,0.21573,
huawei,2016-07-00,Greece,1,3.000,1.000,1.000,2.000,4.000,1.000,0.54445,0.36609,0.26214,0.22785,0.21242,0.05618,0.25176,0.36448,0.14588,0.28825,
ericsson,2016-07-00,Estonia,1,4.000,4.000,4.000,3.000,4.000,3.000,0.60671,0.38340,0.18299,0.13168,0.37203,0.08239,0.20633,0.26232,0.28352,0.12112,
ericsson,2016-07-00,Australia,1,4.000,3.000,4.000,2.000,2.000,3.000,0.46049,0.41643,0.36196,0.25513,0.37683,0.19922,0.31647,0.35892,0.31211,0.20205,
ericsson,2016-07-00,Turkey,1,4.000,2.000,5.000,4.000,3.000,2.000,0.61279,0.57366,0.19903,0.37852,0.18495,0.04686,0.44617,0.28153,0.28276,0.09573,
ericsson,2016-07-00,Mexico,1,5.000,4.000,5.000,5.000,5.000,3.000,0.40557,0.41275,0.33955,0.32868,0.35642,0.19227,0.34255,0.33058,0.37741,0.27279,
nokia,2016-07-00,Belgium,2,4.500,4.000,4.500,4.000,4.000,3.500,0.55550,0.32068,0.27554,0.36477,0.22634,0.07009,0.28199,0.33869,0.18378,0.24049,
ericsson,2016-07-00,Bulgaria,1,1.000,2.000,1.000,1.000,1.000,1.000,0.54799,0.35031,0.24724,0.29547,0.27349,0.11309,0.24339,0.27286,0.31519,0.16805,
ericsson,2016-07-00,India,30,3.433,3.967,3.800,3.033,2.967,2.767,0.50295,0.33522,0.30347,0.35979,0.36506,0.07235,0.29856,0.33586,0.24560,0.18523,
amazon,2016-07-00,UK,4,3.000,3.000,3.000,2.250,3.000,2.750,0.49448,0.18207,0.21097,0.22582,0.32242,0.08418,0.20923,0.29680,0.28404,0.23281,
nokia,2016-07-00,Mexico,1,3.000,0.000,0.000,0.000,0.000,0.000,0.56759,0.32796,0.52744,0.61946,0.30134,0.25262,0.31620,0.49353,0.52766,0.42863,
ericsson,2016-07-00,Spain,1,3.000,3.000,5.000,3.000,4.000,3.000,0.55331,0.42072,0.37102,0.34551,0.45304,0.05350,0.34956,0.33858,0.28011,0.15276,
apple,2016-07-00,Singapore,2,3.000,2.500,2.000,1.500,2.000,1.500,0.47249,0.29324,0.31203,0.46689,0.37844,0.07274,0.33535,0.35893,0.29729,0.16116,
nokia,2016-07-00,China,1,5.000,5.000,5.000,5.000,3.000,0.000,0.57586,0.60998,0.44492,0.44519,0.48905,0.23035,0.46055,0.49665,0.35409,0.38647,
ericsson,2016-07-00,Poland,1,4.000,2.000,4.000,3.000,4.000,2.000,0.48675,0.42051,0.25139,0.55987,0.38182,0.10980,0.35615,0.33785,0.22068,0.18264,
ericsson,2016-07-00,UK,2,3.000,2.500,3.000,2.500,2.500,2.000,0.47551,0.42286,0.33033,0.30979,0.34109,0.15524,0.27986,0.34057,0.31372,0.29257,
huawei,2016-07-00,Mexico,1,3.000,1.000,3.000,3.000,5.000,1.000,0.56913,0.24979,0.23643,0.35433,0.31261,0.06543,0.23677,0.32353,0.16321,0.12958,
apple,2016-07-00,Switzerland,2,3.000,2.000,5.000,2.000,5.000,3.000,0.53920,0.47723,0.17601,0.16368,0.21746,0.02291,0.22408,0.26815,0.22310,0.48541,
nokia,2016-07-00,France,1,3.000,4.000,2.000,3.000,3.000,3.000,0.74996,0.14212,0.40329,0.38278,0.43296,0.02582,0.42628,0.37521,0.18419,0.07146,
huawei,2016-07-00,US,5,2.600,0.400,0.400,1.000,0.800,0.400,0.47168,0.36817,0.34160,0.37876,0.34256,0.06938,0.30015,0.33792,0.21615,0.21961,
ericsson,2016-07-00,Finland,1,5.000,5.000,5.000,4.000,4.000,3.000,0.50309,0.16657,0.33383,0.39592,0.48810,0.07516,0.16385,0.25284,0.22490,0.05029,
apple,2016-07-00,US,96,4.083,3.250,4.073,3.292,4.094,3.323,0.52903,0.27658,0.28313,0.28434,0.35428,0.08457,0.29150,0.30869,0.25102,0.17057,
apple,2016-07-00,UK,11,4.091,3.455,4.364,3.636,4.364,3.273,0.53520,0.27685,0.28540,0.25696,0.35321,0.08350,0.28238,0.30677,0.26232,0.13889,
huawei,2016-07-00,UK,1,1.000,1.000,1.000,1.000,1.000,1.000,0.49977,0.36512,0.19436,0.35136,0.47141,0.09057,0.36723,0.24158,0.11312,0.16020,
huawei,2016-07-00,UAE,1,4.000,3.000,5.000,4.000,4.000,5.000,0.34888,0.37405,0.40114,0.39289,0.37688,0.12306,0.35748,0.35119,0.34662,0.27990,
apple,2016-07-00,Ireland,1,4.000,3.000,5.000,5.000,3.000,4.000,0.61562,0.25286,0.25984,0.13334,0.40671,0.03106,0.33558,0.28232,0.14570,0.13084,
nokia,2016-07-00,India,13,3.846,3.769,3.462,3.385,3.154,2.846,0.59296,0.45014,0.34755,0.46113,0.40982,0.13569,0.36196,0.39754,0.34070,0.20656,
nokia,2016-07-00,UK,1,5.000,5.000,5.000,4.000,5.000,4.000,0.40443,0.38312,0.38645,0.35923,0.38890,0.21870,0.37093,0.36437,0.37940,0.22945,
ericsson,2016-07-00,Nigeria,1,4.000,3.000,4.000,3.000,3.000,3.000,0.47580,0.35225,0.37159,0.41025,0.30054,0.15341,0.35192,0.37943,0.28506,0.17515,
nokia,2016-07-00,US,10,4.100,3.400,3.400,3.500,3.900,3.200,0.58064,0.45077,0.27602,0.32813,0.33689,0.08102,0.28982,0.37656,0.21530,0.19716,
telefonica,2016-07-00,US,1,3.000,1.000,4.000,1.000,3.000,2.000,0.63930,0.54852,0.13929,0.11352,0.15237,0.01691,0.58256,0.34559,0.35214,0.21681,
ericsson,2016-07-00,Brazil,1,3.000,3.000,4.000,3.000,2.000,2.000,0.56357,0.21397,0.18588,0.55793,0.29941,0.07096,0.29553,0.33345,0.29488,0.20728,
nokia,2016-07-00,Hungary,8,3.500,4.000,4.000,2.750,2.875,2.125,0.65615,0.40825,0.29075,0.29266,0.39938,0.04170,0.22243,0.37418,0.19339,0.17140,
huawei,2016-07-00,Spain,1,4.000,3.000,2.000,3.000,4.000,3.000,0.71172,0.48645,0.09895,0.17832,0.12798,0.00146,0.32134,0.28588,0.06212,0.01768,
ericsson,2016-07-00,Romania,1,3.000,3.000,3.000,4.000,3.000,3.000,0.56849,0.40150,0.24810,0.57675,0.30694,0.11264,0.25693,0.34640,0.16622,0.10262,
nokia,2016-07-00,Portugal,1,4.000,4.000,4.000,4.000,2.000,4.000,0.68115,0.58599,0.45006,0.49199,0.40060,0.10131,0.45282,0.50183,0.39648,0.31833,
huawei,2016-07-00,Denmark,1,4.000,4.000,3.000,4.000,4.000,4.000,0.55396,0.27259,0.27395,0.28616,0.39809,0.09666,0.23522,0.32766,0.26176,0.17052,
ericsson,2016-07-00,SouthKorea,1,4.000,5.000,3.000,4.000,2.000,2.000,0.60070,0.25207,0.39570,0.37823,0.37490,0.00991,0.17907,0.31601,0.14174,0.06187,
apple,2016-07-00,Brazil,1,5.000,1.000,5.000,4.000,5.000,0.000,0.62708,0.61191,0.16332,0.12294,0.32792,0.14060,0.23068,0.32331,0.21773,0.12101,
ericsson,2016-07-00,China,1,4.000,0.000,0.000,0.000,0.000,0.000,0.52618,0.39122,0.26519,0.57802,0.45343,0.02914,0.27566,0.29834,0.09192,0.07730,
nokia,2016-07-00,Brazil,3,4.333,3.667,4.000,4.333,4.333,1.000,0.70265,0.28470,0.27099,0.36428,0.10847,0.01694,0.12068,0.42421,0.08517,0.29702,
huawei,2016-07-00,Turkey,1,3.000,2.000,4.000,5.000,3.000,3.000,0.45688,0.45461,0.34461,0.30151,0.27358,0.07993,0.33724,0.36172,0.30119,0.34560,
apple,2016-07-00,Australia,1,3.000,3.000,4.000,1.000,3.000,3.000,0.61946,0.54364,0.20403,0.32495,0.34329,0.12025,0.14102,0.28837,0.49737,0.08343,
nokia,2016-07-00,Poland,3,3.667,4.000,3.000,2.667,3.000,2.667,0.46634,0.32163,0.33325,0.41081,0.39831,0.14362,0.35532,0.35560,0.34921,0.22044,
huawei,2016-07-00,China,5,3.800,2.800,4.000,4.400,3.600,2.800,0.53573,0.27027,0.28302,0.28483,0.37766,0.06293,0.26925,0.30529,0.22538,0.16903,
ericsson,2016-07-00,Canada,4,3.500,4.000,4.000,3.000,3.750,2.000,0.48367,0.29420,0.26458,0.33670,0.40346,0.07801,0.27218,0.31477,0.26476,0.19465,
mcdonalds,2016-07-00,UK,21,3.333,2.905,3.048,3.143,2.619,3.238,0.52868,0.22383,0.23057,0.28845,0.33930,0.06879,0.28806,0.29240,0.30521,0.17513,
macys,2016-07-00,UK,1,4.000,4.000,4.000,2.000,3.000,4.000,0.49495,0.13119,0.41217,0.35500,0.37220,0.08866,0.37519,0.35572,0.33798,0.09224,
huawei,2016-08-00,Germany,1,1.000,1.000,1.000,1.000,1.000,1.000,0.64380,0.13448,0.11894,0.07136,0.08804,0.00153,0.05743,0.27362,0.06079,0.21135,
ericsson,2016-08-00,Canada,1,4.000,1.000,1.000,5.000,4.000,3.000,0.52859,0.30431,0.22595,0.11707,0.24259,0.10726,0.13355,0.34753,0.29320,0.15716,
nokia,2016-08-00,SaudiArabia,1,5.000,0.000,0.000,0.000,0.000,0.000,0.57025,0.50125,0.41679,0.49818,0.41996,0.08123,0.48274,0.48455,0.45944,0.39050,
apple,2016-08-00,UK,3,4.000,2.667,3.667,4.333,4.667,2.667,0.57918,0.44328,0.30687,0.26489,0.29472,0.06259,0.30289,0.27731,0.30530,0.15226,
huawei,2016-08-00,Mexico,1,4.000,2.000,4.000,5.000,5.000,5.000,0.49136,0.38762,0.33225,0.23715,0.40497,0.12400,0.26197,0.32656,0.33985,0.16274,
ericsson,2016-08-00,Ireland,3,3.333,3.000,2.000,2.333,1.333,1.667,0.50020,0.32847,0.25123,0.40728,0.34011,0.07424,0.39624,0.34133,0.17317,0.18692,
nokia,2016-08-00,Germany,4,3.750,4.000,4.250,4.000,3.500,4.000,0.63484,0.31684,0.31054,0.37307,0.24753,0.13188,0.21064,0.35405,0.22697,0.23487,
huawei,2016-08-00,Iran,1,5.000,5.000,5.000,5.000,5.000,5.000,0.37102,0.32474,0.30121,0.34386,0.30212,0.12402,0.32869,0.35091,0.33026,0.38668,
ericsson,2016-08-00,Australia,1,1.000,2.000,1.000,1.000,2.000,1.000,0.39417,0.39679,0.40740,0.37318,0.39071,0.26710,0.35008,0.35016,0.37929,0.28867,
mcdonalds,2016-08-00,UK,21,3.333,3.333,3.095,3.000,2.571,2.952,0.49493,0.28020,0.28858,0.29171,0.34585,0.10171,0.27626,0.29910,0.31307,0.19419,
nokia,2016-08-00,Egypt,2,3.500,1.500,1.000,1.500,1.500,1.000,0.62761,0.61644,0.44110,0.52666,0.51327,0.15051,0.43707,0.46487,0.44760,0.28954,
telefonica,2016-08-00,Spain,2,3.500,3.500,3.000,2.500,3.500,3.500,0.51946,0.30126,0.26636,0.29124,0.28468,0.11765,0.22258,0.35799,0.19640,0.22415,
ericsson,2016-08-00,Spain,3,3.667,4.333,3.667,3.000,3.333,2.333,0.48608,0.33179,0.24618,0.35907,0.35602,0.12898,0.33127,0.32767,0.24795,0.21380,
nokia,2016-08-00,Colombia,1,5.000,4.000,4.000,3.000,4.000,3.000,0.40628,0.36169,0.35186,0.39807,0.38878,0.05633,0.31903,0.33587,0.35186,0.21124,
huawei,2016-08-00,Argentinia,1,3.000,3.000,1.000,3.000,2.000,2.000,0.63923,0.37219,0.14402,0.12044,0.11177,0.06956,0.14400,0.30275,0.20736,0.11243,
nokia,2016-08-00,Chile,1,4.000,4.000,4.000,4.000,3.000,4.000,0.53825,0.45278,0.30536,0.46149,0.22739,0.04524,0.28506,0.36292,0.28434,0.22864,
huawei,2016-08-00,SaudiArabia,1,4.000,2.000,4.000,5.000,4.000,3.000,0.63230,0.29973,0.14946,0.12266,0.29557,0.09724,0.17091,0.33501,0.13427,0.09600,
nokia,2016-08-00,Ukraine,1,5.000,4.000,5.000,3.000,3.000,4.000,0.62259,0.52174,0.34008,0.57278,0.46512,0.23377,0.42471,0.44738,0.31212,0.31076,
apple,2016-08-00,Singapore,5,3.400,4.000,3.400,2.800,4.600,2.200,0.49789,0.36276,0.25036,0.34777,0.34217,0.09451,0.27295,0.32717,0.19290,0.21605,
telefonica,2016-08-00,US,1,5.000,5.000,5.000,3.000,5.000,3.000,0.60344,0.22232,0.31916,0.32137,0.37494,0.06685,0.46277,0.31668,0.20024,0.14467,
huawei,2016-08-00,India,9,3.222,1.444,1.889,2.333,3.000,1.667,0.50664,0.32090,0.32454,0.37520,0.39236,0.10843,0.26816,0.30794,0.27098,0.14232,
ericsson,2016-08-00,Lebanon,1,5.000,3.000,5.000,3.000,4.000,2.000,0.47620,0.41541,0.38912,0.41807,0.35542,0.15828,0.32079,0.35559,0.31233,0.20134,
nokia,2016-08-00,Finland,2,3.500,4.500,4.000,3.500,2.500,3.500,0.48041,0.30554,0.33317,0.42177,0.44877,0.11215,0.34999,0.34799,0.24101,0.18240,
starbucks,2016-08-00,UK,4,4.500,3.250,4.500,3.750,3.500,3.750,0.53419,0.25923,0.22145,0.16786,0.25409,0.13076,0.27625,0.30034,0.37020,0.19408,
telefonica,2016-08-00,Mexico,1,3.000,3.000,3.000,3.000,2.000,2.000,0.66158,0.38096,0.13612,0.15786,0.17043,0.00658,0.13348,0.22825,0.12706,0.05058,
huawei,2016-08-00,Egypt,1,4.000,2.000,3.000,4.000,3.000,4.000,0.36127,0.34205,0.34303,0.37211,0.37133,0.05804,0.33027,0.34326,0.34460,0.32542,
ericsson,2016-08-00,Nigeria,1,3.000,3.000,5.000,3.000,3.000,3.000,0.54828,0.41168,0.27781,0.31524,0.40207,0.03664,0.23248,0.30819,0.29054,0.05102,
huawei,2016-08-00,Netherlands,1,1.000,1.000,1.000,1.000,3.000,2.000,0.62553,0.58614,0.15278,0.12036,0.11555,0.04721,0.14643,0.28985,0.11656,0.13186,
ericsson,2016-08-00,China,2,4.000,4.500,4.000,4.500,4.000,3.000,0.57576,0.42300,0.27587,0.21852,0.36129,0.06941,0.26240,0.35870,0.20076,0.10868,
nokia,2016-08-00,Hungary,1,4.000,4.000,4.000,4.000,3.000,4.000,0.88063,0.37403,0.15730,0.12511,0.35601,0.09123,0.19728,0.39154,0.18615,0.27630,
nokia,2016-08-00,US,8,3.625,3.500,3.375,2.750,3.625,2.375,0.68984,0.44399,0.35184,0.39376,0.43616,0.04490,0.28865,0.37835,0.21823,0.12890,
